XML-ID,Wikidata ID,Given Name,Surname,Name,Year of Birth,Year of Death,Lifespan,Brief Description
peEdBr,Q95684281,EDITH,BRANDES,EDITH BRANDES,1879,1968,1879-1968,"datter av Georg og Gerda Brandes (J. Knudsen 2004, . 2, 650). "
peEBr,Q347582,[CARL] EDVARD [COHEN],BRANDES,[CARL] EDVARD [COHEN] BRANDES,1847,1931,1847-1931,"dansk kritiker, forfatter, journalist og politiker."
peEBra,,EMILIE,BRANDES,EMILIE BRANDES,1818,1898,1818-1898,dansk grossererhustru.
peGB,Q316045,GEORG [MORRIS COHEN],BRANDES,GEORG [MORRIS COHEN] BRANDES,1842,1927,1842-1927,dansk kritiker og forfatter.
peGBr,,GERDA (Henriette),BRANDES,GERDA (Henriette) BRANDES,1845,1931,1845-1931,tysk-dansk forfatterhustru.
peHBra,,HARRIET,BRANDES,HARRIET BRANDES,1856,1879,1856-1879,dansk forfatterhustru.
peOBrau,,[JOHANN PHILIPP] OTTO,BRAUN,[JOHANN PHILIPP] OTTO BRAUN,1824,1900,1824-1900,tysk journalist og forfatter.
peAnBr,,ANNA,BRAUNWART,ANNA BRAUNWART,,,,tysk juristhustru.
peLoBr,Q1870155,LORENZ VON,BRAUNWART,LORENZ VON BRAUNWART,1826,1904,1826-1904,tysk jurist.
peEBrau,Q124497,ERNST,BRAUSEWETTER,ERNST BRAUSEWETTER,1863,1904,1863-1904,tysk forfatter og oversetter.
peJB,,JOHAN (Josva),BRAVO,JOHAN (Josva) BRAVO,1797,1876,1797-1876,dansk maler og kunstagent.
peNB,Q5585682,NIELS [ANDREAS],BREDAL,NIELS [ANDREAS] BREDAL,1841,1888,1841-1888,dansk akvarellmaler.
peFBr,,FRIEDRICH,BRESEMANN,FRIEDRICH BRESEMANN,1809,1850,1809-1850,dansk språklærer.
peCBr,,CHRISTOFFER,BRINCHMANN,CHRISTOFFER BRINCHMANN,1864,1940,1864-1940,norsk arkivar.
peElBr,,ELISE,BRODTKORB,ELISE BRODTKORB,1831,1914,1831-1914,norsk proprietærhustru (NBO PA).
peBBro,Q42716945,BERNHARD,BRONS,BERNHARD BRONS,1831,1911,1831-1911,tysk forretningsmann.
peHBvS,,HANS [AUGUST],BRONSART VON SCHELLENDORF,HANS [AUGUST] BRONSART VON SCHELLENDORF,1830,1913,1830-1913,tysk komponist.
peIBS,Q457863,INGEBORG,BRONSART VON SCHELLENDORF,INGEBORG BRONSART VON SCHELLENDORF,1840,1913,1840-1913,tysk pianistinne.
peTAB,,TITO A.,BRUCENI,TITO A. BRUCENI,,,,italiensk litterat.
peMBr,,MASSI (Masine Steinon),BRUHN,MASSI (Masine Steinon) BRUHN,1846,1895,1846-1895,dansk forfatterinne og kvinnesaksforkjemper.
peAlB,Q12300947,ALEXANDER,BRUN,ALEXANDER BRUN,1814,1893,1814-1893,dansk birøkter og fruktdyrker.
peAJB,,ANDREAS [JOHN],BRUN,ANDREAS [JOHN] BRUN,1840,1926,1840-1926,"norsk bokhandler (Anker 2, 86)."
peHBru,Q18756034,HANS [SALVESEN],BRUN,HANS [SALVESEN] BRUN,1834,1901,1834-1901,norsk skuespiller og sanger.
peJCBr,Q6214982,JOHAN [CHRISTOPHER],BRUN,JOHAN [CHRISTOPHER] BRUN,1838,1914,1838-1914,norsk apoteker.
peJFB,Q1794570,JOHANNES [FINNE],BRUN,JOHANNES [FINNE] BRUN,1832,1890,1832-1890,norsk skuespiller.
peLoB,Q4940931,LOUISE [LARSINE],BRUN,LOUISE [LARSINE] BRUN,1830,1866,1830-1866,norsk skuespillerinne.
peMWB,Q104219013,MICHAEL WALLEM,BRUN,MICHAEL WALLEM BRUN,1819,1891,1819-1891,norskfødt teaterleder og forfatter i Danmark og Norge.
peJorBr,Q3352322,JØRGEN,BRUNCHORST,JØRGEN BRUNCHORST,1862,1917,1862-1917,"norsk botaniker, museumsmann, politiker og diplomat."
peGBru,Q36330,GIORDANO,BRUNO,GIORDANO BRUNO,1548,1600,1548-1600,italiensk filosof.
peChBr,Q456183,CHRISTOPHER [ARNDT],BRUUN,CHRISTOPHER [ARNDT] BRUUN,1839,1920,1839-1920,norsk prest og folkehøyskolelærer.
peCBruun,Q4941014,CONSTANCE,BRUUN,CONSTANCE BRUUN,1863,1894,1863-1894,norsk skuespillerinne.
peFrBru,Q5492634,FRANTZ [GOTTLIEB],BRUUN,FRANTZ [GOTTLIEB] BRUUN,1832,1908,1832-1908,norsk prest.
pePAB,,ALEKSANDER PAVLOVITSJ,BRÜLOV,ALEKSANDER PAVLOVITSJ BRÜLOV,1798,1877,1798-1877,russisk arkitekt og maler.
peHLB,Q18089672,HANS LIEN,BRÆKSTAD,HANS LIEN BRÆKSTAD,1845,1915,1845-1915,"norsk litterat, journalist og konsul."
peABr,,ANTONIA [SOPHIE WILHELMINE],BRØGGER,ANTONIA [SOPHIE WILHELMINE] BRØGGER,1854,1933,1854-1933,norsk geologhustru.
peWCB,Q2424873,WALDEMAR CHRISTOFER,BRØGGER,WALDEMAR CHRISTOFER BRØGGER,1851,1940,1851-1940,norsk geolog.
peLeoB,,LEONTINE [WASILEOWNA],BUCH,LEONTINE [WASILEOWNA] BUCH,1841,1902,1841-1902,norsk skuespillerinne.
peOJB,,OLE JOHAN [SAMUEL],BUCHER,OLE JOHAN [SAMUEL] BUCHER,1828,1895,1828-1895,norsk skuespiller og regissør.
peRB,Q94861161,ROBERT,BUCHHOLZ,ROBERT BUCHHOLZ,1838,1893,1838-1893,tysk skuespiller og sceneinstruktør.
peHJBu,,HANS [JOHNSEN],BUDAL,HANS [JOHNSEN] BUDAL,1830,1879,1830-1879,norsk billedhugger.
peKLTB,Q12716035,KARL [LUDVIG TØRRISEN],BUGGE,KARL [LUDVIG TØRRISEN] BUGGE,1840,1916,1840-1916,norsk høyesterettsadvokat.
peSBu,Q1369073,[ELSEUS] SOPHUS,BUGGE,[ELSEUS] SOPHUS BUGGE,1833,1907,1833-1907,norsk språkforsker.
peEvB,,EMMERICH,BUKOVICS VON KIS-ALACSKA,EMMERICH BUKOVICS VON KIS-ALACSKA,1844,1905,1844-1905,østerriksk journalist og teaterdirektør.
peEBu,Q5589767,EDVARD [ISAK HAMBRO],BULL,EDVARD [ISAK HAMBRO] BULL,1845,1925,1845-1925,norsk lege.
peFBu,,FRANZ/FRANS,BULL,FRANZ/FRANS BULL,1851,1921,1851-1921,norsk handelsfullmektig (F 1875; Sommerfeldt 1954).
peGAB,Q1780538,GEORG ANDREAS,BULL,GEORG ANDREAS BULL,1829,1917,1829-1917,norsk arkitekt.
peOBull,Q4993316,OLE [BORNEMANN],BULL,OLE [BORNEMANN] BULL,1810,1880,1810-1880,norsk fiolinist.
peMEBu,,MAX [EUGEN],BURCKHARD,MAX [EUGEN] BURCKHARD,1854,1912,1854-1912,østerriksk teaterdirektør og forfatter.
peCEB,,CHRISTIAN [EGE],BUSCH,CHRISTIAN [EGE] BUSCH,1809,,1809-,kjøpmann i Bergen (F 1875).
peHAB,,HANNA [ANDRESEN],BUTENSCHØN,HANNA [ANDRESEN] BUTENSCHØN,1851,1928,1851-1928,norsk forfatterinne.
peHvB,Q155540,HANS [GUIDO] VON,BÜLOW,HANS [GUIDO] VON BÜLOW,1830,1894,1830-1894,tysk pianist og komponist.
peMaBu,Q95447655,MARIO,BUZZI,MARIO BUZZI,,,,"dr., italiensk (Anker 2, 154)."
peLBy,Q5679,GEORGE GORDON,BYRON,GEORGE GORDON BYRON,1788,1824,1788-1824,britisk dikter.
peFB,,[SAMUEL] FREDERIK,BÆTZMANN,[SAMUEL] FREDERIK BÆTZMANN,1841,1913,1841-1913,norsk pressemann og bibliotekar.
peCBogh,Q5600305,CARL [HENRIK],BØGH,CARL [HENRIK] BØGH,1827,1893,1827-1893,dansk dyremaler.
peEBogh,,ERIK [NICOLAI],BØGH,ERIK [NICOLAI] BØGH,1822,1899,1822-1899,"dansk forfatter, teaterdirektør og redaktør."
peJBogh,Q3429087,JOHAN [WALLACE HAGELSTEEN],BØGH,JOHAN [WALLACE HAGELSTEEN] BØGH,1848,1913,1848-1913,norsk kunsthistoriker og museumsmann.
peVBogh,Q100621553,VOLLERT [HILLE],BØGH,VOLLERT [HILLE] BØGH,1855,1909,1855-1909,norsk lege.
peGBo,Q16183509,GUDBRAND,BØHN,GUDBRAND BØHN,1839,1906,1839-1906,norsk fiolinist.
peWilB,Q69727,WILHELM,BÖLSCHE,WILHELM BÖLSCHE,1861,1939,1861-1939,tysk forfatter og naturfilosof.
peJLHB,,JOHN (Johan Laurentius Helenus),BÖRJESON,JOHN (Johan Laurentius Helenus) BÖRJESON,1835,1910,1835-1910,svensk billedhugger.
peHB,Q5739507,HERMAN [BRUNCHORST],BAARS,HERMAN [BRUNCHORST] BAARS,1822,1896,1822-1896,"norsk kjøpmann, fiskerikyndig og kemner."
peMEB,,MARGRETHE ELISABETH,BAARS,MARGRETHE ELISABETH BAARS,1832,1881,1832-1881,norsk kemnerhustru.
peCas,Q1048,GAIUS IULIUS,CAESAR,GAIUS IULIUS CAESAR,-0100,-0044,-0100--0044,romersk statsmann og forfatter.
peCaes,,,,CAESARIUS fra Kappadokia,,0368,-0368,lege i Østromerriket.
peJCa,Q5601154,JACOB [MATHIAS],CALMEYER,JACOB [MATHIAS] CALMEYER,1802,1883,1802-1883,norsk maler.
peAC,,[FREDERIK] ALBERT,CAMMERMEYER,[FREDERIK] ALBERT CAMMERMEYER,1838,1893,1838-1893,norsk bokhandler og forlegger.
peJWC,Q4586342,JØRGEN WRIGHT,CAPPELEN,JØRGEN WRIGHT CAPPELEN,1805,1878,1805-1878,norsk bokhandler.
peSC,,SOFIE [LOUISE],CAPPELEN,SOFIE [LOUISE] CAPPELEN,1840,1915,1840-1915,norsk språklærerinne.
peLCa,Q468662,LUIGI,CAPUANA,LUIGI CAPUANA,1839,1915,1839-1915,italiensk forfatter og kritiker.
peACar,Q2831021,ALBERT,CARRÉ,ALBERT CARRÉ,1852,1938,1852-1938,fransk teaterleder.
peMCa,,[PHILIPP] MORITZ,CARRIERE,[PHILIPP] MORITZ CARRIERE,1817,1895,1817-1895,tysk filosof.
peCCar,Q20116553,[HANS] CARL [EMIL],CARSTENSEN,[HANS] CARL [EMIL] CARSTENSEN,1837,1922,1837-1922,dansk redaktør.
peCPC,Q1040041,CARL PAUL,CASPARI,CARL PAUL CASPARI,1814,1892,1814-1892,tyskfødt norsk teolog.
peCMCas,,CATHARINA [MAGDALENA],CASPARI,CATHARINA [MAGDALENA] CASPARI,1857,1915,1857-1915,norsk forfatterhustru.
peTC,,[CARL] THEODOR,CASPARI,[CARL] THEODOR CASPARI,1853,1948,1853-1948,norsk forfatter.
peRiC,,RICCARDO,CASTELVECCHIO,RICCARDO CASTELVECCHIO,1814,1894,1814-1894,italiensk dramatiker.
peHeCa,Q5696741,[PAULUS] HENRIK,CAVLING,[PAULUS] HENRIK CAVLING,1858,1933,1858-1933,dansk journalist og forfatter.
peFrCe,,FREDERIK [ADOLPH CHRISTENSEN],CETTI,FREDERIK [ADOLPH CHRISTENSEN] CETTI,1838,1906,1838-1906,"dansk skuespiller, instruktør og teaterdirektør."
peChar,Q16565,,,CHARLOTTE,1840,1927,1840-1927,keiserinne av Mexico.
peCharlotte,Q16565,,,CHARLOTTE,1860,1919,1860-1919,tysk prinsesse.
peCCha,Q59588523,CHARLES,CHARRINGTON,CHARLES CHARRINGTON,,1926,-1926,britisk skuespiller.
pePhCh,Q962402,[VICTOR EUPHÉMION] PHILARÈTE,CHASLES,[VICTOR EUPHÉMION] PHILARÈTE CHASLES,1798,1873,1798-1873,fransk bibliotekar og kritiker.
peMiCh,Q1930688,MICHEL,CHEVALIER,MICHEL CHEVALIER,1806,1879,1806-1879,fransk sosialøkonom og politiker.
peHjCh,Q1803750,HJALMAR,CHRISTENSEN,HJALMAR CHRISTENSEN,1869,1925,1869-1925,norsk forfatter og sceneinstruktør.
peKongChr4,Q153586,,,CHRISTIAN 4.,1577,1648,1577-1648,dansk-norsk konge.
peKongChr7,Q156572,,,CHRISTIAN 7.,1749,1808,1749-1808,dansk-norsk konge 1766-1808.
peKongChr9,Q151305,,,CHRISTIAN 9.,1818,1906,1818-1906,dansk konge 1863-1906.
peEiChr,Q4241284,[ARNE] EINAR,CHRISTIANSEN,[ARNE] EINAR CHRISTIANSEN,1861,1939,1861-1939,dansk forfatter og teaterleder.
peEdCh,Q3376104,EDVARD,CHRISTIE,EDVARD CHRISTIE,1849,1920,1849-1920,norsk embetsmann.
peKrC,,KRISTINE [MARIE],CHRISTIE,KRISTINE [MARIE] CHRISTIE,1866,1941,1866-1941,norsk borgermesterhustru.
peChCh,,CHRISTIAN [EILERT RASCH],CHRISTOPHERSEN,CHRISTIAN [EILERT RASCH] CHRISTOPHERSEN,1840,1900,1840-1900,norsk grosserer.
peWC,Q4580454,WILHELM [CHRISTOPHER],CHRISTOPHERSEN,WILHELM [CHRISTOPHER] CHRISTOPHERSEN,1832,1913,1832-1913,norsk diplomat og politiker.
peLChr,Q84968,LUDWIG,CHRONEGK,LUDWIG CHRONEGK,1837,1891,1837-1891,"tysk skuespiller, regissør og teaterleder."
peIgC,Q1096130,IGNAZIO,CIAMPI,IGNAZIO CIAMPI,1824,1880,1824-1880,italiensk forfatter.
peCic,Q1541,MARCUS TULLIUS,CICERO,MARCUS TULLIUS CICERO,-0106,-0043,-0106--0043,"romersk taler, forfatter og statsmann."
peJCl,,JULES (eg. Arsène Armand),CLARETIE,JULES (eg. Arsène Armand) CLARETIE,1840,1913,1840-1913,fransk forfatter og kritiker.
peHNC,Q241104,HENRIK NICOLAI,CLAUSEN,HENRIK NICOLAI CLAUSEN,1793,1877,1793-1877,dansk teolog og politiker.
peCCl,Q108606665,CONRAD,CLAUSON,CONRAD CLAUSON,1840,1907,1840-1907,norsk forretningsmann.
peLC,,LOUISA,CLAUSON,LOUISA CLAUSON,1864,1941,1864-1941,norsk lærerinne.
pePCl,,PAULA,CLAUSON,PAULA CLAUSON,1842,1903,1842-1903,norsk konsulhustru.
peKAC,,KNUD ANNANIAS,CLAUSSEN,KNUD ANNANIAS CLAUSSEN,1843,1896,1843-1896,norsk forretningsmann og litterat.
peGBC,Q171730,GEORGES [BENJAMIN],CLEMENCEAU,GEORGES [BENJAMIN] CLEMENCEAU,1841,1929,1841-1929,fransk politiker.
peAMC,Q4228919,[ADOLPHINE] MARIE,COLBAN,[ADOLPHINE] MARIE COLBAN,1814,1884,1814-1884,norsk forfatterinne og oversetter.
peCC,Q243045,[JACOBINE] CAMILLA,COLLETT,[JACOBINE] CAMILLA COLLETT,1813,1895,1813-1895,norsk forfatterinne og kvinnesaksforkjemper.
peRoCo,Q1111078,ROBERT,COLLETT,ROBERT COLLETT,1842,1913,1842-1913,norsk zoolog.
peChCo,Q3438180,CHRISTEN [CHRISTIAN DREYER],COLLIN,CHRISTEN [CHRISTIAN DREYER] COLLIN,1857,1926,1857-1926,norsk litteratur- og kulturhistoriker.
peEC,Q16912293,EDVARD,COLLIN,EDVARD COLLIN,1808,1886,1808-1886,"dansk embetsmann, direktør og litterær samler."
peJC,Q2649210,JONAS [SIGISMUND],COLLIN,JONAS [SIGISMUND] COLLIN,1840,1905,1840-1905,dansk zoolog.
peEdC,,[JEAN] EDMUND DE,CONINCK,[JEAN] EDMUND DE CONINCK,1817,1874,1817-1874,dansk-norsk handelsmann.
peMRC,Q18916929,MARIE,CONRAD-RAMLO,MARIE CONRAD-RAMLO,1850,1921,1850-1921,tysk skuespillerinne og forfatterinne.
peGdC,Q18012167,GÉRARD DE,CONTADES,GÉRARD DE CONTADES,1846,1899,1846-1899,fransk forfatter og historiker.
peCeCo,Q1093375,CESARE,CORRÈNTI,CESARE CORRÈNTI,1815,1888,1815-1888,italiensk politiker.
peThCor,,THOMAS,CORTES,THOMAS CORTES,1819,1901,1819-1901,dansk-norsk skuespiller og teaterdirektør.
peKCo,Q1730676,KARL,COSTENOBLE,KARL COSTENOBLE,1837,1907,1837-1907,østerriksk billedhugger.
peMC,Q42899454,MAURICE,COTTIER,MAURICE COTTIER,1822,1881,1822-1881,"fransk samler, maler og forfatter."
peTCr,Q18546881,THOMAS,CRAWFURD,THOMAS CRAWFURD,1779,1850,1779-1850,skotskfødt norsk kjøpmann og skipsreder.
peFrC,Q332626,FRANCESCO,CRISPI,FRANCESCO CRISPI,1819,1901,1819-1901,italiensk politiker.
peJLC,,JENS [LARSEN],CRONBORG,JENS [LARSEN] CRONBORG,1803,1870,1803-1870,dansk-norsk skuespiller og instruktør.
peMvC,Q900169,MINKA,CZÓBEL,MINKA CZÓBEL,1855,1947,1855-1947,ungarsk forfatterinne.
peDahl,Q1158580,,DAHL,DAHL,,,,"jurist; ikke identifisert, jf. innledende kommentar til brevet."
peGAD,,[GUSTAV ADOLPH] «DOFFEN»,DAHL,[GUSTAV ADOLPH] «DOFFEN» DAHL,1855,1887,1855-1887,norsk forfatter.
peECDa,Q11967682,ERICH CHRISTIAN,DAHL,ERICH CHRISTIAN DAHL,1814,1882,1814-1882,norsk bryggerieier.
peJAAFD,Q1691955,JOHAN [ANTHON ABRAHAM FJELDSTED],DAHL,JOHAN [ANTHON ABRAHAM FJELDSTED] DAHL,1807,1877,1807-1877,dansk-norsk bokhandler og forlegger.
peJCD,Q164735,JOHAN CHRISTIAN [CLAUSSEN],DAHL,JOHAN CHRISTIAN [CLAUSSEN] DAHL,1788,1857,1788-1857,norsk landskapsmaler.
peJCDa,Q164735,JOHAN CHRISTIAN,DAHL,JOHAN CHRISTIAN DAHL,1818,1903,1818-1903,norsk malermester og kirketjener.
peDD,,D.,DANCHERTSEN,D. DANCHERTSEN,,,,dansk generalkonsul i Napoli.
peDCD,Q2744884,DANIEL CORNELIUS,DANIELSSEN,DANIEL CORNELIUS DANIELSSEN,1815,1894,1815-1894,"norsk lege, naturforsker og politiker."
peCCSDS,Q12305879,CHRISTIAN [CONRAD SOPHUS],DANNESKIOLD-SAMSØE,CHRISTIAN [CONRAD SOPHUS] DANNESKIOLD-SAMSØE,1836,1908,1836-1908,"dansk greve, hoffsjef og teatersjef."
peDan,Q1067,,,DANTE ALIGHIERI,1265,1321,1265-1321,italiensk dikter.
peADa,Q2835048,ALFRED,DARCEL,ALFRED DARCEL,1818,1893,1818-1893,fransk kunstadministrator.
peDard,Q363968,FRITZ [LUDVIG] VON,DARDEL,FRITZ [LUDVIG] VON DARDEL,1817,1901,1817-1901,"svensk offiser, embetsmann og tegner."
peRD,Q15838237,RODOLPHE,DARZENS,RODOLPHE DARZENS,1865,1938,1865-1938,fransk forfatter.
peCD,Q5617589,CHRISTIAN [GEORG] NATHAN,DAVID,CHRISTIAN [GEORG] NATHAN DAVID,1793,1874,1793-1874,dansk sosialøkonom og politiker.
peGND,,GEORGINE NICOLINE,DAVID,GEORGINE NICOLINE DAVID,1811,1890,1811-1890,dansk politikerhustru.
peLED,,LUDVIG [ERNST],DAVID,LUDVIG [ERNST] DAVID,1840,1866,1840-1866,dansk jurist.
peJdB,Q6215088,JOHAN [GERHARD],DE BESCHE,JOHAN [GERHARD] DE BESCHE,1821,1875,1821-1875,norsk lege og aviseier.
peDem,Q5620144,OHAN,DEMIRGIAN,OHAN DEMIRGIAN,1837,1877,1837-1877,egyptisk-svensk hoffstallmester.
peOtDe,Q88289,OTTO,DEVRIENT,OTTO DEVRIENT,1838,1894,1838-1894,tysk skuespiller.
peAtD,Q27243376,AUGUST [CHRISTIAN HERMANN] TOM,DIECK,AUGUST [CHRISTIAN HERMANN] TOM DIECK,1831,1893,1831-1893,tysk historiemaler.
peHoDi,,HONORIA [SOPHIE],DIETRICHSON,HONORIA [SOPHIE] DIETRICHSON,1863,1934,1863-1934,norsk lege.
peLD,Q268259,LORENTZ [HENRIK SEGELCKE],DIETRICHSON,LORENTZ [HENRIK SEGELCKE] DIETRICHSON,1834,1917,1834-1917,norsk kunsthistoriker og forfatter.
peJMD,Q11978845,[JOHANNE] MATHILDE,DIETRICHSON,[JOHANNE] MATHILDE DIETRICHSON,1837,1921,1837-1921,norsk malerinne.
peSDi,,[ABRAHAM] SØREN [BØCKHMAN],DIETRICHSON,[ABRAHAM] SØREN [BØCKHMAN] DIETRICHSON,1858,1897,1858-1897,norsk konsul.
peKD,Q95685429,KATHARINA,DILTHEY,KATHARINA DILTHEY,1854,1932,1854-1932,tysk filosofhustru.
peWD,Q60080,WILHELM [CHRISTIAN LUDWIG],DILTHEY,WILHELM [CHRISTIAN LUDWIG] DILTHEY,1833,1911,1833-1911,tysk filosof.
peFvD,,FRANZ [FERDINAND],DINGELSTEDT,FRANZ [FERDINAND] DINGELSTEDT,1814,1881,1814-1881,tysk forfatter og regissør.
peCFD,Q11963140,CARL [FREDERIK],DIRIKS,CARL [FREDERIK] DIRIKS,1814,1895,1814-1895,norsk fyrdirektør og tegner.
peBDi,Q82006,BENJAMIN,DISRAELI,BENJAMIN DISRAELI,1804,1881,1804-1881,britisk politiker og skribent.
peAD,Q98962746,[JØRGEN] ANDREAS,DOLLERIS,[JØRGEN] ANDREAS DOLLERIS,1850,1925,1850-1925,dansk bokhandler og forfatter.
peADo,Q75155,ALFRED [WILHELM],DOVE,ALFRED [WILHELM] DOVE,1844,1916,1844-1916,tysk historiker og essayist.
peHD,Q966764,HOLGER [HENRIK HERHOLDT],DRACHMANN,HOLGER [HENRIK HERHOLDT] DRACHMANN,1846,1908,1846-1908,dansk forfatter.
peADrew,Q28167419,ADOLPH [LUDVIG],DREWSEN,ADOLPH [LUDVIG] DREWSEN,1803,1885,1803-1885,dansk justitiarius.
peADr,Q171826,ALFRED,DREYFUS,ALFRED DREYFUS,1859,1935,1859-1935,fransk offiser.
peACD,Q4575006,AXEL [CHARLOT],DROLSUM,AXEL [CHARLOT] DROLSUM,1846,1927,1846-1927,norsk bibliotekar.
peGeDu,Q3100626,GENEVIÉVE,DUBOIS,GENEVIÉVE DUBOIS,,,,"fransk, datter av forfatteren Hippolyte Taine."
peLPDu,,[LOUISE] PAUL,DUBOIS,[LOUISE] PAUL DUBOIS,1868,1937,1868-1937,"fransk, sønn av Paul Duois. "
pePDu,Q2524533,PAUL,DUBOIS,PAUL DUBOIS,1829,1905,1829-1905,"fransk billedhugger, tegner og maler."
peCLD,,CHRISTOPHER [LORENTZ],DUE,CHRISTOPHER [LORENTZ] DUE,1827,1923,1827-1923,norsk tollkasserer.
peFGKD,Q5625116,FREDERIK [GEORG KNUT],DUE,FREDERIK [GEORG KNUT] DUE,1833,1906,1833-1906,norsk diplomat.
peLAD,,LOUISE AUGUSTA,DUE,LOUISE AUGUSTA DUE,1831,1927,1831-1927,norsk tollerhustru.
peADum,Q169150,ALEXANDRE,DUMAS D.Y.,ALEXANDRE DUMAS D.Y.,1824,1895,1824-1895,fransk dramatiker.
peND,Q113818,NIKOLAUS,DUMBA,NIKOLAUS DUMBA,1830,1900,1830-1900,østerriksk industrileder og politiker.
peBD,Q824915,[CARL CHRISTIAN HENRIK] BERNHARD,DUNKER,[CARL CHRISTIAN HENRIK] BERNHARD DUNKER,1809,1870,1809-1870,norsk advokat og forfatter.
peCDu,Q4116476,CONRADINE [BIRGITTE],DUNKER,CONRADINE [BIRGITTE] DUNKER,1780,1866,1780-1866,norsk forfatterinne.
peGDu,Q916057,GIOVANNI,DUPRÉ,GIOVANNI DUPRÉ,1817,1882,1817-1882,italiensk billedhugger.
peBDy,Q93225931,BERTRAM,DYBWAD,BERTRAM DYBWAD,1861,1940,1861-1940,norsk bokhandler.
peJDy,Q6118558,JACOB,DYBWAD,JACOB DYBWAD,1823,1899,1823-1899,norsk bokhandler.
peJoDy,Q274643,JOHANNE,DYBWAD,JOHANNE DYBWAD,1867,1950,1867-1950,norsk skuespillerinne og sceneinstruktør.
peVD,Q1151341,VILHELM,DYBWAD,VILHELM DYBWAD,1863,1950,1863-1950,norsk jurist og forfatter.
peDov,Q4935395,AMALIE,DØVLE,AMALIE DØVLE,1839,1893,1839-1893,norsk skuespillerinne.
peODov,Q85171226,OLAF,DØVLE,OLAF DØVLE,1831,1904,1831-1904,norsk skuespiller og overrettssakfører.
peLKDaa,Q1398814,LUDVIG KRISTENSEN,DAA,LUDVIG KRISTENSEN DAA,1809,1877,1809-1877,"norsk etnolog, historiker og politiker."
pePMD,,PERNILLE [MARIE],DAA,PERNILLE [MARIE] DAA,1821,1911,1821-1911,norsk professorhustru.
peAnDa,,ANNE [SOFIE],DAAE,ANNE [SOFIE] DAAE,1824,1905,1824-1905,norsk asylbestyrerinne.
peChDa,,[JOHANNE] CHRISTIANE,DAAE,[JOHANNE] CHRISTIANE DAAE,1798,1863,1798-1863,"Susanna Isens tante, søster av Susannas mor Sara Margrethe Daae. "
peJSD,,JOHANNE [SIGVARDA],DAAE,JOHANNE [SIGVARDA] DAAE,1835,1899,1835-1899,norsk professorhustru.
peJRD,,JONAS RAVN,DAAE,JONAS RAVN DAAE,1822,1892,1822-1892,norsk offiser.
peLuDa,Q946290,LUDVIG,DAAE,LUDVIG DAAE,1829,1893,1829-1893,"norsk jurist, embetsmann og politiker."
peLDa,Q946290,LUDVIG LUDVIGSEN,DAAE,LUDVIG LUDVIGSEN DAAE,1834,1910,1834-1910,norsk historiker.
peJEb,,JOACHIM,EBBELL,JOACHIM EBBELL,1835,1877,1835-1877,sønn av Grimstad-kjøpmann Jørgen Benedix Ebbell og Inger Bie.
peCE,,CLARA (Marthe Clarine),EBBELL,CLARA (Marthe Clarine) EBBELL,1830,1897,1830-1897,norsk losoldermannshustru (F 1865).
peJosE,Q4945641,JOSEPHINE [HORTENSIA NANCY ADELAIDE],ECKARDT,JOSEPHINE [HORTENSIA NANCY ADELAIDE] ECKARDT,1839,1906,1839-1906,dansk skuespillerinne.
peGEd,Q16649149,GUSTAF [ELIAS],EDGREN,GUSTAF [ELIAS] EDGREN,1837,1903,1837-1903,svensk embetsmann.
peEaE,,ERIK [WILHELM] AF,EDHOLM,ERIK [WILHELM] AF EDHOLM,1817,1897,1817-1897,"svensk offiser, hoffembetsmann og teatersjef."
peAEh,,[MARIE JOSEPH] AUGUSTE,EHRHARD,[MARIE JOSEPH] AUGUSTE EHRHARD,1861,1933,1861-1933,fransk litteraturhistoriker.
peLE,Q16320150,LUDWIG [JULIUS],EISENBERG,LUDWIG [JULIUS] EISENBERG,1858,1910,1858-1910,tysk forfatter.
peJEk,Q17119577,JAHN,EKENÆS,JAHN EKENÆS,1847,1920,1847-1920,norsk maler.
peJuEl,Q21005730,JULIE,ELIAS,JULIE ELIAS,1866,1945,1866-1945,tysk skribent.
peJE,Q6309776,JULIUS,ELIAS,JULIUS ELIAS,1861,1927,1861-1927,tysk litteratur- og kunsthistoriker.
peAWJE,Q5710041,AXEL [WILHELM JULIUS],ELMLUND,AXEL [WILHELM JULIUS] ELMLUND,1838,1901,1838-1901,svensk danser og skuespiller.
peCKE,Q15874064,CORNELIS KAREL,ELOUT,CORNELIS KAREL ELOUT,1870,1947,1870-1947,nederlandsk journalist.
peKE,Q550125,KRISTIAN [MANDRUP],ELSTER,KRISTIAN [MANDRUP] ELSTER,1841,1881,1841-1881,norsk forfatter og forstmann.
peEvE,Q349751,EDUARD VON,ENGERTH,EDUARD VON ENGERTH,1818,1897,1818-1897,østerriksk maler og museumsembetsmann.
peAE,Q104437188,ARMAND,ÉPHRAÏM,ARMAND ÉPHRAÏM,1852,1935,1852-1935,fransk litterat (
peDrEr,Q55897045,WOLFGANG,ERHARDT,WOLFGANG ERHARDT,1819,1906,1819-1906,"tysk lege i Roma (GEBB 8), der han også virket som skandinavenes lege (K&E 1, 308)."
peAEE,,ANDREAS EMIL,ERICHSEN/ERIKSEN,ANDREAS EMIL ERICHSEN/ERIKSEN,1841,1913,1841-1913,norsk skolemann og historiker.
