Number,Letter_ID,Sender_ID,Sender_Name,Recipient_ID,Recipient_Name,Date,Dispatch_Location,Dispatch_Location_Abbr,Mentioned_Person_ID,Mentioned_Person,Mentioned_Org_ID,Mentioned_Org,Mentioned_Places_Abbr,Mentioned_Places,Recipient_Adress,Mentioned_Works_IDs
675,B18771030CKFM,peHI,HENRIK IBSEN,peCKFM,CHRISTIAN KNUD FREDERIK MOLBECH,1877-10-30,MÜNCHEN,Mun,"'peEF, peACS, peSuI'",,orgKT,,,,,
676,Budat187710CC,peHI,HENRIK IBSEN,peCC,CAMILLA COLLETT,1877-10,MÜNCHEN,Mun,peFH,,,,,,,woSS
677,B18771102HL,peHI,HENRIK IBSEN,peHL,HARTVIG LASSEN,1877-11-02,MÜNCHEN,Mun,"'peJV, peLJ, peJLHe'",,orgChrTh,,"'N, Mun'","'Norge, München'",,"'woBr, woKG, woPG'"
678,B18771112AR,peHI,HENRIK IBSEN,peAR,AUGUST RASMUSSEN,1877-11-12,MÜNCHEN,Mun,peAR,,,,"'Dk, Kbh'","'Danmark, København'",,woSS
679,B18771118CPa,peHI,HENRIK IBSEN,peCPa,CHRISTIAN PAUS,1877-11-18,MÜNCHEN,Mun,"'peHSto, peKPI, peMI, peSiI'",,,,"'N, Ski, It, Kri'","'Norge, Skien, Italien, Kristiania'",,
680,B18771124FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1877-11-24,MÜNCHEN,Mun,"'peAR, peSuI, peMT, peJP'",,,,Mun,München,,woSS
681,B18771208DGen,peHI,HENRIK IBSEN,orgDGen,DEUTSCHE GENOSSENSCHAFT DRAMATISCHER AUTOREN UND COMPONISTEN,1877-12-08,MÜNCHEN,Mun,peBPo,,,,,,,
682,B18771214NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1877-12-14,MÜNCHEN,Mun,,,,,Kris,Kristiansand,,woSS
683,B18771215EaE,peHI,HENRIK IBSEN,peEaE,ERIK AF EDHOLM,1877-12-15,MÜNCHEN,Mun,,,,,,,,
684,B18771216FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1877-12-16,MÜNCHEN,Mun,"'peTA, peWL'",,,,"'Kbh, Sthlm'","'København, Stockholm'",,woSS
685,B18771218CKFM,peHI,HENRIK IBSEN,peCKFM,CHRISTIAN KNUD FREDERIK MOLBECH,1877-12-18,MÜNCHEN,Mun,,,orgKT,,"'N, SE, Dk'","'Norge, Sverig'",,
686,B18771221BEB,peHI,HENRIK IBSEN,peBEB,BENDIX EDVARD BENDIXEN,1877-12-21,MÜNCHEN,Mun,peCWF,,orgTeatB,,,,,woSS
687,Budat1876-77FGran,peHI,HENRIK IBSEN,peFGran,FRANZ GRANDAUR,1876 - 1877,MÜNCHEN,Mun,,,,,,,,
688,B18780111TM,peHI,HENRIK IBSEN,peTM,TOBIAS MÜLLER,1878-01-11,MÜNCHEN,Mun,"'peHHMu, peSuI'",,,,"'Wien, Berg, It, N'","'Wien, Bergen, Italien, Norge'","'Herrn Tobias Müller., Bergen., (Norwegen.)'",
689,B18780112LStj,peHI,HENRIK IBSEN,peLStj,LOUISE STJERNSTRÖM,1878-01-12,MÜNCHEN,Mun,"'peFH, peEStj, peElHw, peSuI, peMTh'",,"'orgChrTh, orgKDTS'",,"'Sthlm, Upp, Dre, Mun'","'Stockholm, Upsala, Dresden, München'",,"'woKE, woHH, woSS'"
690,B18780118EJ,peHI,HENRIK IBSEN,peEJ,EMIL JONAS,1878-01-18,MÜNCHEN,Mun,peTA,,,,,,,woSS
691,B18780119OAH,peHI,HENRIK IBSEN,peOAH,OLAF ANDREAS HOLM,1878-01-19,MÜNCHEN,Mun,,,,,,,,
692,B18780128FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1878-01-28,MÜNCHEN,Mun,"'peLStj, peEJ, peWL, peEF, peKP, peHHer'",,"'orgKTB, orgKT'",,"'Berl, Mun, Kbh'","'Berlin, München, København'",,woSS
693,B18780205NN,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1878-02-05,MÜNCHEN,Mun,,,,,,,,
694,B18780215EPos,peHI,HENRIK IBSEN,peEPos,ERNST POSSART,1878-02-15,MÜNCHEN,Mun,,,,,D,Deutschlands,,woSS
695,B18780306FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1878-03-06,MÜNCHEN,Mun,peHD,,orgKT,,"'Sthlm, Berl'","'Stockholm, Berlin'",,woSS
696,B18780322FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1878-03-22,MÜNCHEN,Mun,peFraH,,,,"'Sthlm, Kbh'","'Stokholm, København'",,
697,B18780324EaE,peHI,HENRIK IBSEN,peEaE,ERIK AF EDHOLM,1878-03-24,MÜNCHEN,Mun,"'pePLi, peRG'",,orgKDTS,,"'Sthlm, Lei'","'Stockholm, Leipzig'","'Hs: højvelbårenhed, Hofmarskalken, Herr Erik af Edholm., Stockholm., (Schweden.)'","'woSS, woDu'"
698,B18780325NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1878-03-25,MÜNCHEN,Mun,peMQH,,,,,,,
699,B18780326LK,peHI,HENRIK IBSEN,peLK,LAURA KIELER,1878-03-26,MÜNCHEN,Mun,"'peFH, peVKi'",,,,"'Kbh, Dk'","'København, Danmark'",,
700,Budat18780406HLi,peHI,HENRIK IBSEN,peHLi,HERMANN LINGG,1878-04,MÜNCHEN,Mun,,,,,,,,
701,Budat18780406WH,peHI,HENRIK IBSEN,peWH,WILHELM HERTZ,1878-04,MÜNCHEN,Mun,,,,,,,,
702,Budat18780406OSch,peHI,HENRIK IBSEN,peOSch,OSWALD SCHMIDT,1878-04,MÜNCHEN,Mun,,,,,,,,
703,B18780410FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1878-04-10,MÜNCHEN,Mun,peLK,,orgGyl,,Hill,Hillerød,,woSS
704,Budat187804DGen,peHI,HENRIK IBSEN,orgDGen,[DEUTSCHE GENOSSENSCHAFT DRAMATISCHER AUTOREN UND COMPONISTEN],1878-04,MÜNCHEN,Mun,"'peMRe, peEPos'",,,,Nur,Nürnberg,,woSS
705,B18780505FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1878-05-05,MÜNCHEN,Mun,"'peLStj, peBB, peSHe'",,orgDagbl,,"'Dk, N, Rom, Bod'","'Danmark, Norge, Rom, Bodensee'",,"'woKE, woDu'"
706,B18780506BEB,peHI,HENRIK IBSEN,peBEB,BENDIX EDVARD BENDIXEN,1878-05-06,MÜNCHEN,Mun,"'peCWF, peECDa, peSuI'",,"'orgTeatB, orgTT'",,"'Trhm, Berg'","'Trondhjems, Bergen'",,woBr
707,B18780510NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1878-05-10,MÜNCHEN,Mun,peCWF,,orgDagbl,,,,,
708,B18780517CKFM,peHI,HENRIK IBSEN,peCKFM,CHRISTIAN KNUD FREDERIK MOLBECH,1878-05-17,MÜNCHEN,Mun,"'peEJ, peSuI'",,,,"'Kbh, D, Mun, Lind, Hei, Sv'","'København, Tyskland, München, Lindau, Heiden, Schweitz'",,
709,B18780523EaE,peHI,HENRIK IBSEN,peEaE,ERIK AF EDHOLM,1878-05-23,MÜNCHEN,Mun,"'peEPos, peJLe, peAEB'",,orgKDTS,,"'Wien, D, Fr, Mosk, Sthlm'","'Wien, Tysklands, Frankrig, Moskau, Stockholm'","'Til, hs: højvelbårenhed, Hofmarskalken herr Erik af Edholm., Stockholm.'",woF2
710,B18780528NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1878-05-28,MÜNCHEN,Mun,"'peCWF, peESta, peKLTB'",,,,"'Dra, Kri, Trhm'","'Drammen, Kristiania, Trondhjem'",,"'woSS, woHH'"
711,B18780603FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1878-06-03,MÜNCHEN,Mun,,,orgKT,,"'SE, Dk, N'","'Sverig, Danmark'",,"'woHH, woSS'"
712,B18780607AR,peHI,HENRIK IBSEN,peAR,AUGUST RASMUSSEN,1878-06-07,MÜNCHEN,Mun,"'peThCor, peFH, peAuLa'",,orgGyl,,"'Mun, Dk, Kbh'","'München, Danmark, København'",,woSS
713,B18780719AuLa,peHI,HENRIK IBSEN,peAuLa,AUGUST LARSEN,1878-07-19,MÜNCHEN,Mun,"'peCFF, peAR, peThCor, peFH, peSiI'",,,,"'Berl, Wien, Dk, Bay, Berl, Rom'","'Berlin, Wien, Danmark, Bayeren, Berlin, Rom'",,
714,B18780721BEB,peHI,HENRIK IBSEN,peBEB,BENDIX EDVARD BENDIXEN,1878-07-21,MÜNCHEN,Mun,"'peSiI, peMG'",,orgNatSc,,"'Ty, It, Trhm, Rom, Berg'","'Tyrol, Italien, Trondhjem, Rom, Bergen'",,woDu
715,B18780729TeatB,peHI,HENRIK IBSEN,orgTeatB,BERGENS THEATERFORENING,1878-07-29,MÜNCHEN,Mun,peBEB,,,,"'Ty, It'","'Tyrol, Italien'",,
716,B18780802FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1878-08-02,MÜNCHEN,Mun,"'peCKFM, peLK, peVKi, peJLi, peBB, peJV, peSiI'",,"'orgDagbl, orgChrTh'",,"'Rom, Dk, Kri, Fir'","'Rom, Danmark, Kristiania, Florents'",,woDu
717,Budat1875-78FGr,peHI,HENRIK IBSEN,peFGr,[FREDERIKKE GRAM],1875 - 1878-08,MÜNCHEN,Mun,,,,,,,,
718,B18780919MG,peHI,HENRIK IBSEN,peMG,MARCUS GRØNVOLD,1878-09-19,GOSSENSASS,Goss,"'peBG, peKM, peMarkus'",,,,"'Ster, Mun, Goss, Fir, Rom, Ty'","'Sterzing, München, Gossensass, Florenz, Rom, Tyrol'","'Herrn Historienmaler M: Grønvold., Barerstrasse 58., Rückgebäude., München.'",
719,B18780923NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1878-09-23,GOSSENSASS,Goss,,,orgDagbl,,"'Mun, Rom, Fir, Ty'","'München, Rom, Florents, Sydtyrol'",,woDu
720,B18781008FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1878-10-08,ROMA,Rom,"'peCAM, peECR, pePHe, peCKFM, peLK'",,,,"'Rom, Ty, Fir, Mun'","'Rom, Tyrol, Florents, München'",,woHH
721,B18781010MG,peHI,HENRIK IBSEN,peMG,MARCUS GRØNVOLD,1878-10-10,ROMA,Rom,"'peBG, peCAM, peJKr, peCDM, peEJo, peNB, peKM'",,,,"'Boz, Mun, Rom, Kor, Eg, Sthlm'","'Bozen, München, Rom, Korsika, Egypten, Stockholm'","'Herrn Historienmaler M: Grønvold., Barerstrasse 58., Rückgebäude., Monaco. (München.), Germannia.'",
722,B18781102HHol1,peHI,HENRIK IBSEN,peHHol,HARALD HOLST,1878-11-02,ROMA,Rom,peESta,,,,,,,
723,B18781102HHol2,peHI,HENRIK IBSEN,peHHol,HARALD HOLST,1878-11-02,ROMA,Rom,"'peJV, peLJ, peHL, peHSch, peNL'",,"'orgChrTh, orgKDTS, orgKT'",,"'Mun, Eu, Kri, D, Mun'","'München, Europa, Kristiania, Tyskland, München'","'Herr kammerherre Harald Holst., Ridder af St: O: ord: p. p., Christiania, (Norvegia.)'","'woSS, woPG, woBr, woKG'"
724,B18781105NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1878-11-05,ROMA,Rom,,,,,"'Ty, Fir, Rom, Mun, Berl, Pa'","'Tyrol, Florents, Rom, München, Berlin, Paris'",,woDu
725,B18781106MG,peHI,HENRIK IBSEN,peMG,MARCUS GRØNVOLD,1878-11-06,ROMA,Rom,"'peKM, peCFGF, peLDa, peBB, peLJ, peSiI, peLM'",,"'orgNeuZ, orgChrTh'",,"'Lei, Mun, Kri, Des, App'","'Leipzig, München, Kristiania, Dessau, Appeninerne'","'Herrn Historienmaler M: Grønvold., Barer-Strasse 58., Rückgebäude 1, München, Germannia.'",
726,B18781109HHol,peHI,HENRIK IBSEN,peHHol,HARALD HOLST,1878-11-09,ROMA,Rom,peGKe,,,,,,,
727,B18781121HHol,peHI,HENRIK IBSEN,peHHol,HARALD HOLST,1878-11-21,ROMA,Rom,"'peSG, peTNe, peAaG, peLG, peARei, peLW, peAI, peHeKl, peJSel, peHBru, peHFHa, peCARA, peOJB, peJRJ, pePNi, peJFB, peSPa, peLSe, peDov, peESta, peGKe, peNL'",,orgChrTh,,Kri,Kristiania,"'Herr kammerherre Harald Holst,, ridder af St: Olafs orden p. p., Christiania., Norvegia.'",woSS
728,B18781122ESta,peHI,HENRIK IBSEN,peESta,EMIL STANG,1878-11-22,ROMA,Rom,"'peHJJ, peHHol, peGKe, peNL, peOAB'",,orgKT,,"'Kri, SE'","'Kristiania, Sverig'",,woSS
729,B18781125NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1878-11-25,ROMA,Rom,"'peGKe, peESta'",,"'orgChrTh, orgGyl'",,,,,woSS
730,B18781207FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1878-12-07,ROMA,Rom,peCKFM,,orgKTB,,"'D, Pa, Rom'","'Tyskland, Paris, Rom'",,woDu
731,B18781208LBS,peHI,HENRIK IBSEN,peLBS,LAURITS STENERSEN,1878-12-08,ROMA,Rom,,,,,,,"'Signore Dott: Stenersen., Via Sistina 136. 2. piano.'",
732,B18781230MG,peHI,HENRIK IBSEN,peMG,MARCUS GRØNVOLD,1878-12-30,ROMA,Rom,"'peFGran, peTA, peSiI, peBG'",,,,"'Lei, Pa, Berl, Rom, Mun'","'Leipzig, Paris, Berlin, Rom, München'","'Herrn Historienmaler M: Grønvold., Barer-Strasse 58. Rückgebäude., München., Germania.'",woBr
733,B18781230NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1878-12-30,ROMA,Rom,"'peESta, peGKe'",,"'orgKDTS, orgGotT'",,Pa,Paris,,woSS
734,B18790113FrAb,peHI,HENRIK IBSEN,peFrAb,FRITZ ABRAHAMS,1879-01-13,ROMA,Rom,"'peSuI, peCA, peNB'",,,,,,,
735,B18790122MG,peHI,HENRIK IBSEN,peMG,MARCUS GRØNVOLD,1879-01-22,ROMA,Rom,peBG,,,,"'Rom, Mun'","'Rom, München'",,
736,B18790201MG,peHI,HENRIK IBSEN,peMG,MARCUS GRØNVOLD,1879-02-01,ROMA,Rom,,,,,,,,
737,B18790208SF,peHI,HENRIK IBSEN,orgSF,DEN SKANDINAVISKE FORENING I ROMA,1879-02-08,ROMA,Rom,,,,,Rom,Rom,,
738,BudatCA,peHI,HENRIK IBSEN,peCA,CECILIE ABRAHAMS,1878-10 - 1879-02,ROMA,Rom,,,,,,,'Signora Cecilie Abrahams.',
739,B18790218FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1879-02-18,ROMA,Rom,"'peGB, peBDi, peAMC, peJPJ, peAuLa, peECR'",,orgKT,,Pa,Paris,,"'woKE, woDi, woDu, woSS'"
740,B18790309MG,peHI,HENRIK IBSEN,peMG,MARCUS GRØNVOLD,1879-03-09,ROMA,Rom,"'peJKr, peANy, peNB, peHOl, peATHe, peVJR, peCDM, peBG, peKM'",,,,"'Rom, App, SAB, Tun, Eg, Mun'","'Rom, Appeniner-, Sabinerkeden, Tunis, Egypten, München'","'Herrn Historienmaler M: Grønvold, Barerstrasse 58. Rückgebäude., München., Germania.'",
741,B18790310FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1879-03-10,ROMA,Rom,"'peNL, peJPJ, peAMC'",,,,"'Kri, SE'","'Kristiania, Sverig'",,"'woDi, woSS'"
742,B18790311BEB,peHI,HENRIK IBSEN,peBEB,BENDIX EDVARD BENDIXEN,1879-04-25,ROMA,Rom,"'peWick, peSiI'",,orgNatSc,,"'Berg, Pa, Berl, Camp, App, SAB, Rom, Mun'","'Bergen, Paris, Berlin, Campagnaen, Appenninerne, Sabinertoppe, Rom, München'",,woKE
743,B18790312LStj,peHI,HENRIK IBSEN,peLStj,LOUISE STJERNSTRÖM,1879-03-12,ROMA,Rom,"'peEStj, peFH'",,orgKDTS,,"'SE, Dk plFin plN, Kbh, Kri, Sthlm, It, D, Kbh, Mun'","'Sverig, de øvrige nordiske lande, København, Kristiania, Stockholm, Italien, Tyskland, København, München'","'Fru Louise Stjernström., Nya teatern., Stockholm., Svezia. (Schweden.)'","'woKE, woHH'"
744,B18790319NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1879-03-19,ROMA,Rom,,,orgChrTh,,"'Berl, Kri'","'Berlin, Kristiania'",,woSS
745,B18790412FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1879-04-12,ROMA,Rom,"'peLStj, peAuLa'",,,,,,,woDi
746,B18790413BEB,peHI,HENRIK IBSEN,peBEB,BENDIX EDVARD BENDIXEN,1879-04-13,ROMA,Rom,peAGB,,,,"'Berl, Pa, Rom'","'Berlin, Paris, Rom'",,woKE
747,B18790418LD,peHI,HENRIK IBSEN,peLD,LORENTZ DIETRICHSON,1879-04-18,ROMA,Rom,"'peMSm, peJCa, peSiI, peJMD, peHoDi'",,,,"'Mun, D, Kri'","'München, Tyskland, Kristiania'",,woDu
748,B18790421WAM,peHI,HENRIK IBSEN,peWAM,WILHELM MARIBO,1879-04-21,ROMA,Rom,"'peSuI, peHMa'",,,,,,,
749,B18790422JW,peHI,HENRIK IBSEN,peJW,JACOB WOXEN,1879-04-22,ROMA,Rom,"'peSuI, peKW'",,,,,,,
750,B18790522FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1879-05-22,ROMA,Rom,"'peATHi, peLStj, peJPJ, peJH'",,,,"'Cap, Pa, Rom'","'Capri, Paris, Rom'",,"'woDi, woDu'"
751,B18790525JLi,peHI,HENRIK IBSEN,peJLi,JONAS LIE,1879-05-25,ROMA,Rom,"'peAHas, peJKu, peSiI'",,,,"'D, Dre, Elb, Pil, Sal, Rei, BerGad, Ga, Kon, Mun, Rom, Ty, Kri, Eu'","'Tyskland, Dresden, Elben, Pillnitz, Salzburg, Reichenhall, Berchtesgaden, Gastein, Königsee, München, Rom, Tyrol, Kristiania, Europa'","'Dem norwegischen Schriftsteller, Herrn Jonas Lie, z. Z., in, Stuttgart., Germania.'",woDu
752,B18790619FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1879-06-19,ROMA,Rom,,,,,"'Ama, Na, Mun, Rom'","'Amalfi, Neapel, München, Rom'",,woDu
753,B18790627MG,peHI,HENRIK IBSEN,peMG,MARCUS GRØNVOLD,1879-06-27,ROMA,Rom,"'peBG, peBP, peSiI, peVM'",,,,"'Rom, Ama, Lei, Mun, Kri'","'Rom, Amalfi, Leipzig, München, Kristiania'","'Herrn Historienmaler M: Grønvold., Barer-Strasse, 58, Rückgebäude, München., Germania.'",woDu
754,B18790704EGo,peHI,HENRIK IBSEN,peEGo,EDMUND GOSSE,1879-07-04,ROMA,Rom,peFH,,,,"'Ama, Rom, Mun, Kri'","'Amalfi, Rom, München, Kristiania'",,woDu
755,B18790712BB,peHI,HENRIK IBSEN,peBB,BJØRNSTJERNE BJØRNSON,1879-07-12,AMALFI,Ama,,,,,N,Norge,,
756,B18790902FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1879-09-02,AMALFI,Ama,,,,,,,,woDu
757,B18790913FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1879-09-13,AMALFI,Ama,peAuLa,,,,"'Rom, Mun'","'Rom, München'",,"'woDu, woGe'"
758,B18790915FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1879-09-15,AMALFI,Ama,peBB,,,,"'Dk, Fin plN plSE'","'Danmark, de andre nordiske lande'",,woDu
759,B18790923MG,peHI,HENRIK IBSEN,peMG,MARCUS GRØNVOLD,1879-09-23,AMALFI,Ama,"'pefrkHel, peSiI, peSuI'",,,,"'Rom, Mun'","'Rom, München'",,woDu
760,B18791003KoTh,peHI,HENRIK IBSEN,orgKoTh,KONGL. THEATRARNE,1879-10-03,SORRENTO,Sorr,peOW,,,,"'SE, N'","'Sverig, Norge'",,woDu
761,B18791003MG,peHI,HENRIK IBSEN,peMG,MARCUS GRØNVOLD,1879-10-03,SORRENTO,Sorr,,,,,"'Kri, Mun, Rom'","'Kristiania, München, Rom'","'Herrn Historienmaler M: Grønvold.,  58, Rückgebäude., München., Germania.'",
762,Budat187910KoTh,peHI,HENRIK IBSEN,orgKoTh,KONGL. THEATRARNE,1879-10,SORRENTO,Sorr,"'peElHw, peGF, peAWJE, peESw'",,,,,,,woDu
763,Budat187910TeatB,peHI,HENRIK IBSEN,orgTeatB,BERGENS THEATERFORENING,1879-10,SORRENTO,Sorr,,,,,,,,woDu
764,Budat187910AR,peHI,HENRIK IBSEN,peAR,AUGUST RASMUSSEN,1879-10,SORRENTO,Sorr,peThCor,,,,,,,woDu
765,Budat187910KT,peHI,HENRIK IBSEN,orgKT,DET KONGELIGE THEATER I KØBENHAVN,1879-10,SORRENTO,Sorr,,,,,,,,woDu
766,Budat187910ChrTh,peHI,HENRIK IBSEN,orgChrTh,CHRISTIANIA THEATER,1879-10,SORRENTO,Sorr,,,,,,,,woDu
767,B18791010AuLa,peHI,HENRIK IBSEN,peAuLa,AUGUST LARSEN,1879-10-10,ROMA,Rom,peWL,,,,Mun,München,,woDu
768,B18791101FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1879-11-01,MÜNCHEN,Mun,"'peWL, peAuLa, peEF, peJCHF, peCKFM, peBB, peMT, peAMC, peSiI'",,"'orgKDTS, orgKT'",,"'Sorr, Sthlm, Berl, Rom, Kbh, It, Mdh, D'","'Sorrento, Stockholms, Berlin, Rom, København, Syditaliens, Middelhavet, Tyskland'",,woDu
769,B18791106FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1879-11-06,MÜNCHEN,Mun,"'peMT, peAxT, peBB, peKBj, peVaVa'",,,,"'Berl, Pa, Mun, Rom, It, Hel'","'Paris, München, Rom, Italien, Helsingfors'",,woDi
770,B18791112BEB,peHI,HENRIK IBSEN,peBEB,BENDIX EDVARD BENDIXEN,1879-11-12,MÜNCHEN,Mun,peSR,,"'orgNatSc, orgKT'",,"'Berl, Berg'","'Berlin, Bergen'",,"'woKK, woDu'"
771,B18791114EF,peHI,HENRIK IBSEN,peEF,EDVARD FALLESEN,1879-11-14,MÜNCHEN,Mun,peFH,,,,,,,
772,B18791114FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1879-11-14,MÜNCHEN,Mun,peEF,,orgKT,,Dk,Danmark,,woDu
773,B18791116ChrTh,peHI,HENRIK IBSEN,orgChrTh,CHRISTIANIA THEATER,1879-11-16,MÜNCHEN,Mun,"'peNL, peJRJ, peARei, peSG, peHFHa, peTNe, peLG, peAI, peLW, peSPa'",,orgChrTh,,Kri,Kristiania,,"'woDu, woSS'"
774,Budat18791116HSch,peHI,HENRIK IBSEN,peHSch,HANS SCHRØDER,1879-11-16,MÜNCHEN,Mun,,,orgChrTh,,,,,
775,B18791117LJ,peHI,HENRIK IBSEN,peLJ,LUDVIG JOSEPHSON,1879-11-17,MÜNCHEN,Mun,peLStj,,orgKDTS,,Sthlm,Stockholm,,"'woDu, woKK, woBr, woKG'"
776,B18791118GG,peHI,HENRIK IBSEN,peGG,GUSTAF GUSTAFSSON,1879-11-18,MÜNCHEN,Mun,peFraH,,"'orgGyl, orgKDTS'",,"'Kbh, Got, SE, Sthlm'","'København, Göteborg, Sverig, Stockholm'","'Herr direktör J: G: Gustafsson., Nya teatern., Gothenburg., (Schweden.)'","'woDu, woSS'"
777,B18791118JLH,peHI,HENRIK IBSEN,peJLH,JOHANNE LUISE HEIBERG,1879-11-18,MÜNCHEN,Mun,,,orgKT,,,,,"'woDu, woSS'"
778,B18791118JK,peHI,HENRIK IBSEN,peJK,JOHANNE KREBS,1879-11-18,MÜNCHEN,Mun,peSuI,,,,,,,woDu
779,B18791118MR,peHI,HENRIK IBSEN,peMR,MARIE ROVSING,1879-11-18,MÜNCHEN,Mun,peKR,,,,Rom,Rom,,woDu
780,B18791120CC,peHI,HENRIK IBSEN,peCC,CAMILLA COLLETT,1879-11-20,MÜNCHEN,Mun,peSuI,,,,Rom,Rom,,woDu
781,B18791120EA,peHI,HENRIK IBSEN,peEA,ELISE AUBERT,1879-11-20,MÜNCHEN,Mun,,,,,,,,woDu
782,B18791121WL,peHI,HENRIK IBSEN,peWL,WILHELM LANGE,1879-11-21,MÜNCHEN,Mun,"'peBPo, peReGr'",,,,,,"'Dem Schriftsteller Herrn Wilhelm Lange., Kastanienallee 19/20., Berlin.'",
783,B18791122CKFM,peHI,HENRIK IBSEN,peCKFM,CHRISTIAN KNUD FREDERIK MOLBECH,1879-11-22,MÜNCHEN,Mun,peMMo,,,,,,,woDu
784,B18791122FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1879-11-22,MÜNCHEN,Mun,"'peEF, peGG'",,"'orgKT, orgChrTh, orgGotT'",,"'Got, Sthlm, Berg'","'Göteborg, Stockholm, Bergen'",,woDu
785,B18791130NL,peHI,HENRIK IBSEN,peNL,NILS LUND,1879-11-30,MÜNCHEN,Mun,,,"'orgChrTh, orgGyl'",,"'Rom, Ham, It'","'Rom, Hamburg, Italien'",,woDu
786,B18791201AR,peHI,HENRIK IBSEN,peAR,AUGUST RASMUSSEN,1879-12-01,MÜNCHEN,Mun,"'peThCor, peAK, peEF'",,"'orgGyl, orgKT'",,"'Dk, Kbh'","'Danmark, København'",,woDu
787,B18791219LD,peHI,HENRIK IBSEN,peLD,LORENTZ DIETRICHSON,1879-12-19,MÜNCHEN,Mun,peFH,,,,"'Kri, Rom'","'Kristiania, Rom'",,woDu
788,B18791222FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1879-12-22,MÜNCHEN,Mun,"'peEF, peAR'",,orgGotT,,"'Pa, Berl'","'Paris, Berlin'",,woDu
789,Budat1879NN_Kare_ven,peHI,HENRIK IBSEN,peNN,UKJENT MOTTAGER,1879,MÜNCHEN,Mun,,,,,,,,
790,B18711015NN_Til_Oplysning,peHI,HENRIK IBSEN,,ukjent mottager,1871-10-15,Dresden,,"'pePBH, peHJJ, peBB, peVB'",,,,"'Berg, Kri'","'Bergen, Christiania'",,
791,B18711123NN_Eine_Rechtfertigung,peHI,HENRIK IBSEN,,ukjent mottager,1871-11-23,[Dresden,,"'peIsP, peSiI, peGFr, peVil1'",,,,"'Dre, D, Eg, Rom, Ska, Pr'","'Dresden, Deutschland, Egypten, Rom, meinem skandinavischen Vaterlande, Preußen'",,
792,B18720313MB,peHI,HENRIK IBSEN,,Michael Birkeland,1872-03-13,Dresden,,peBB,,,,,,,
793,B18720313BB,peHI,HENRIK IBSEN,,Bjørnstjerne Bjørnson,1872-03-13,Dresden,,,,,,N,Norge,,
794,B18720321FG,peHI,HENRIK IBSEN,,Fredrik Gjertsen,1872-03-21,Dresden,,"'peCKFM, peDan, peSMe, peCW, peJWGo, peLBy, peGHK'",,,,D,Tyskland,,
795,Budat187205NN_Dass_meine,peHI,HENRIK IBSEN,,ukjent mottager,mars-mai 1872,[Dresden,,,,,,"'Rom, Fr, D'","'Rom, Frankreich, Deutschlands'",,
796,B18730607JR,peHI,HENRIK IBSEN,,Julie Ruhkopf,1873-06-07,Dresden,,,,,,,,,
797,B18730710AuLa,peHI,HENRIK IBSEN,,August Larsen,1873-07-10,Wien,,"'peFH, peCMJD'",,,,N,Norge,,
